Sail Date.,QTY.(KGS)
2022-01-01,1156612
2022-01-02,805926
2022-01-04,1497975
2022-01-08,242431
2022-01-09,757974
2022-01-10,2250363
2022-01-11,1558639
2022-01-12,1432781
2022-01-15,425559
2022-01-16,1332144
2022-01-17,248993
2022-01-18,157045
2022-01-19,861848
2022-01-21,1517128
2022-01-22,661112
2022-01-23,953184
2022-01-24,143641
2022-01-25,931065
2022-01-26,961106
2022-01-27,165400
2022-01-29,138826
2022-01-30,1463280
2022-02-01,1019502
2022-02-02,1448063
2022-02-05,438234
2022-02-07,1707402
2022-02-08,116126
2022-02-09,2099882
2022-02-10,453275
2022-02-11,1038669
2022-02-12,726187
2022-02-13,155059
2022-02-15,1512093
2022-02-16,1836578
2022-02-17,856851
2022-02-20,795873
2022-02-21,224182
2022-02-22,1668523
2022-02-23,858533
2022-02-24,1047220
2022-02-25,3136312
2022-02-26,84200
2022-02-27,1743969
2022-03-01,395606
2022-03-03,2138137
2022-03-06,1257953
2022-03-07,1417720
2022-03-08,1969644
2022-03-09,364653
2022-03-10,2206303
2022-03-11,1577664
2022-03-12,65685
2022-03-13,135781
2022-03-17,3633998
2022-03-19,2851593
2022-03-20,179050
2022-03-21,690148
2022-03-23,798492
2022-03-27,1926039
2022-03-28,1378636
2022-03-29,1025490
2022-03-31,803132
2022-04-02,1356378
2022-04-03,1300064
2022-04-05,160327
2022-04-06,1821734
2022-04-08,1192210
2022-04-09,1747625
2022-04-10,428890
2022-04-12,615044
2022-04-14,1313452
2022-04-16,2280931
2022-04-17,283743
2022-04-18,163541
2022-04-19,2251895
2022-04-20,1225416
2022-04-21,993981
2022-04-23,221970
2022-04-24,1078286
2022-04-26,444078
2022-04-27,477336
2022-04-28,732553
2022-04-29,1336871
2022-04-30,905677
2022-05-01,66795
2022-05-02,1921555
2022-05-03,2128263
2022-05-04,1415180
2022-05-05,563808
2022-05-06,643282
2022-05-08,250165
2022-05-10,2235626
2022-05-12,394738
2022-05-14,81686
2022-05-15,1863091
2022-05-16,1356075
2022-05-18,335345
2022-05-20,973476
2022-05-21,311540
2022-05-22,1790442
2022-05-23,602667
2022-05-24,328220
2022-05-25,255376
2022-05-26,179127
2022-05-27,1285125
2022-05-30,4459799
2022-05-31,619659
2022-06-04,659768
2022-06-05,1220452
2022-06-06,614842
2022-06-08,2551755
2022-06-10,2176609
2022-06-11,962373
2022-06-12,33434
2022-06-14,2291066
2022-06-15,698956
2022-06-16,102566
2022-06-17,371839
2022-06-18,215098
2022-06-20,1842856
2022-06-21,406899
2022-06-22,567735
2022-06-23,1628137
2022-06-24,1232630
2022-06-26,1790238
2022-06-29,729423
2022-06-30,454691
2022-07-01,1637233
2022-07-02,2123450
2022-07-03,220116
2022-07-05,1098751
2022-07-06,333147
2022-07-09,164680
2022-07-10,2282172
2022-07-11,7169
2022-07-12,2554312
2022-07-13,371931
2022-07-15,26000
2022-07-17,782104
2022-07-18,1039627
2022-07-19,516759
2022-07-20,1484266
2022-07-21,874921
2022-07-22,48260
2022-07-23,1220866
2022-07-25,1701007
2022-07-26,691705
2022-07-27,853306
2022-07-29,80000
2022-07-30,1509348
2022-07-31,46424
2022-08-01,1150525
2022-08-02,2063830
2022-08-03,502425
2022-08-05,73927
2022-08-06,1146588
2022-08-07,641444
2022-08-08,1646516
2022-08-09,1262948
2022-08-11,1103640
2022-08-12,130337
2022-08-14,1054809
2022-08-15,109140
2022-08-16,777040
2022-08-17,2517581
2022-08-19,470078
2022-08-20,174816
2022-08-22,1809333
2022-08-23,752559
2022-08-24,1076374
2022-08-25,600267
2022-08-27,178047
2022-08-28,1369211
2022-08-30,2604613
2022-09-03,1457831
2022-09-04,1068502
2022-09-05,1748010
2022-09-06,70083
2022-09-07,1359375
2022-09-10,550086
2022-09-11,417256
2022-09-12,970919
2022-09-13,528429
2022-09-17,1615712
2022-09-19,1359420
2022-09-20,950431
2022-09-21,900094
2022-09-24,1381001
2022-09-25,445841
2022-09-27,1787625
2022-09-29,1012961
2022-10-01,2127740
2022-10-02,1017883
2022-10-04,881021
2022-10-05,809346
2022-10-07,253239
2022-10-08,399892
2022-10-09,961913
2022-10-10,766120
2022-10-11,2401222
2022-10-16,1663507
2022-10-17,712697
2022-10-18,1142621
2022-10-19,1384824
2022-10-21,454053
2022-10-22,308999
2022-10-23,631514
2022-10-24,1918647
2022-10-25,1486042
2022-10-28,49881
2022-10-29,763859
2022-10-30,1444021
2022-11-01,2235054
2022-11-02,990619
2022-11-04,549580
2022-11-05,485414
2022-11-06,680005
2022-11-08,1507123
2022-11-09,567611
2022-11-10,513890
2022-11-11,112226
2022-11-12,263172
2022-11-13,1206948
2022-11-14,168143
2022-11-15,2182794
2022-11-16,1683814
2022-11-18,55000
2022-11-19,685055
2022-11-20,752580
2022-11-21,989698
2022-11-22,63754
2022-11-23,1808532
2022-11-25,57765
2022-11-26,216931
2022-11-27,497269
2022-11-28,910854
2022-11-29,2105078
2022-11-30,987131
2022-12-01,55305
2022-12-02,529685
2022-12-03,389578
2022-12-04,1058272
2022-12-05,941610
2022-12-06,1634955
2022-12-07,1033374
2022-12-09,109718
2022-12-10,658817
2022-12-11,863003
2022-12-12,299712
2022-12-14,383748
2022-12-15,1949379
2022-12-16,54200
2022-12-17,970477
2022-12-18,391130
2022-12-19,964541
2022-12-21,2157048
2022-12-23,82256
2022-12-25,812610
2022-12-26,1053496
2022-12-27,1029546
2022-12-28,971387
2022-12-29,231274
2022-12-30,358590
2022-12-31,1020553
