Exporter Name,Address,State,pin,2015,2016,2017,2018,2019,2020,2021,2022,2023,Taluk,District
V.R.INTERNATIONAL,"6/74, Church St, Senneer Kuppam, Poonamallee, Chennai, Tamil Nadu 600056, India",Tamil Nadu,600056,0,0,0,0,0,0,0,28500,28500,Sriperumbudur,Kanchipuram
VAIGHAI AGRO PRODUCTS LTD.,"46MJ+29X, Valayapatti, Karattuppatti, Tamil Nadu 637002, India",Tamil Nadu,637002,0,0,0,0,0,0,0,229940,0,Namakkal,Namakkal
VALGA COATS,"Plot no-27, sidco industrial Area, Angamaly, Kerala 683572, India",Kerala,683572,0,0,0,0,0,0,0,2880,0,Paravur,Ernakulam
VALIANT EXIM,"No 5, valavanthan 1st cross street,, New, Vilangudi, Madurai, Tamil Nadu 625018, India",Tamil Nadu,625018,0,0,0,0,0,0,0,134460,0,Madurai North,Madurai
VARISH TRADERS,"Old Passport Office Building, Big Bazaar Rd, Big Bazaar, Kuttichira, Kozhikode, Kerala 673001, India",Kerala,673001,0,0,0,0,0,0,0,909800,146200,Kozhikode,Kozhikode
VARM KNITWEARS INC.,"1, 1350 A, Palavanjipalayam Ring Rd, Deepa nagar, Veerapandi, Tiruppur, Tamil Nadu 641605, India",Tamil Nadu,641605,0,0,0,0,0,0,0,3536,0,Kangayam,Erode
VARSHA KNIT FASHION,"497/10, (376-G) R. Muthusamy & Bros. Industrial Complex, Palladam Main Rd, Arulpuram, Tiruppur, Tamil Nadu 641604, India",Tamil Nadu,641604,0,0,0,0,0,0,0,2682,728,Tiruppur,Coimbatore
VASAKTHI INDIA MACHINE WORKS P.LTD.,"63/6, Chennai - Tiruttani Hwy, Tass Industrial Estate, Sidco Industrial Estate, Ambattur, Chennai, Tamil Nadu 600058, India",Tamil Nadu,600058,0,0,0,0,0,0,0,6624,0,Ambattur,Tiruvallur
VEEKESY PLASTOMERS INDIA P.LTD.,"5/46, Vadakkuthottam Rd, Coimbatore, Malumichampatti, Tamil Nadu 641021, India",Tamil Nadu,641021,0,0,0,0,0,0,0,103535,42875,Coimbatore South,Coimbatore
VELAN TRADERS,"Uthukuli Rd, KPN Colony, Kannipiran Colony, Valipalayam, Tiruppur, Tamil Nadu 641602, India",Tamil Nadu,641602,0,0,0,0,0,0,0,14410,0,Tiruppur,Coimbatore
VELMURUGAN APPARELS,"RK Shanmugam Salai, Sowbhagya Colony, Sector 4, K. K. Nagar, Chennai, Tamil Nadu 600078, India",Tamil Nadu,600078,0,0,0,0,0,0,0,138,1454,Chennai City Corporation,Chennai
VENGINISSERY SERVICE CO-OP.BANK LTD.,"Kongad West, Kerala 678631, India",Kerala,678631,0,0,0,0,0,0,0,16510,0,Palakkad,Palakkad
VEWIN EXIMS,"396J+M99, Veerapandi - Kovilvazhi Rd, Tiruppur, Tamil Nadu 641605, India",Tamil Nadu,641605,0,0,0,0,0,0,0,1539,0,Kangayam,Erode
VICTORY SALES ASSOCIATES,"Sreekala Rd, Vennala, Ernakulam, Kochi, Kerala 682028, India",Kerala,682028,0,0,0,0,0,0,0,350,0,Ernakulam,Ernakulam
VIJAYADHITH EXPORTS,"No. 27, Selvapuram Layout, Chinnampalayam, Annamalai Nagar, Pollachi, Tamil Nadu 642001, India",Tamil Nadu,642001,0,0,0,0,0,0,0,57694,28500,Pollachi,Coimbatore
VINGINISSERY SERVICE,"Venginissery, Paralam, Kerala, India",Kerala,686012,0,0,0,0,0,0,0,5304,0,Kottayam,Kottayam
VIVIN TEX,"1/999-B3 Lakshmi Ammal Nagar Anna Nagar East, Post, Pooluvapatti, Tiruppur, Tamil Nadu 641602, India",Tamil Nadu,641602,0,0,0,0,0,0,0,3206,3156,Tiruppur,Coimbatore
VPR TEXTILES,"Marudhasalapuram Main Road, Postal Colony, Tiruppur, Tamil Nadu 641603, India",Tamil Nadu,641603,0,0,0,0,0,0,0,10761,0,Tiruppur,Coimbatore
VSM WEAVESS INC.,"9QR8+7WJ, Pallipalayam Agraharam, Tamil Nadu 638008, India",Tamil Nadu,638008,0,0,0,0,0,0,0,182663,0,Tiruchengode,Namakkal
WADAKKANCHERY SILK GARDEN P.LTD.,"Wadakkanchery, Kerala, India",Kerala,682002,0,0,0,0,0,0,0,185375,426300,Kochi,Ernakulam
WINPRO FASHION,"311/1,PALLAKATTU THOTTAM, 15, VELANPALAYAM ROAD, ANUPERPALAYAM, Tiruppur, A.Thirumuruganpoondi, Tamil Nadu 641652, India",Tamil Nadu,641652,0,0,0,0,0,0,0,11893,0,Tiruppur,Coimbatore
WINSTON SOURCING INDIA,"NO: 20/1, Swarnapuri Avenue, 15, 2nd St, Pudhu Colony, Velampalayam, Tiruppur, A.Thirumuruganpoondi, Tamil Nadu 641652, India",Tamil Nadu,641652,0,0,0,0,0,0,0,1970,780,Tiruppur,Coimbatore
WINTRACK KNITS,"38JW+X4X, Thennampalayam, Tiruppur, Tamil Nadu 641604, India",Tamil Nadu,641604,0,0,0,0,0,0,0,2334,1355,Tiruppur,Coimbatore
ZAAS INTERNATIONAL,"Kadashikkadav, 8th mile, Chettukuzhi, Kadasikkadavu, Kerala 685551, India",Kerala,685551,0,0,0,0,0,0,0,9115,129118,Udumbanchola,Idukki
ZAHRA HOLIDAYS,"2X2W+34G, Tirur - Malappuram - Manjeri Rd, Choothupara, Kottakkal, Changuvetty, Kerala 676503, India",Kerala,676503,0,0,0,0,0,0,0,162,0,Tirur,Malappuram
ZAMCO FOODS,"20/A, Avaniyapuram Bypass Rd, MGM Nagar, Avaniyapuram, Tamil Nadu 625012, India",Tamil Nadu,625012,0,0,0,0,0,0,0,10807,0,Madurai South,Madurai
ZEN TECH ENGINEERING,"78,Rathnagiri Road, near N.R.Kalyana Mandapam, T-Nagar, Villankurichi, Coimbatore, Tamil Nadu 641035, India",Tamil Nadu,641035,0,0,0,0,0,0,0,1140,0,Coimbatore North,Coimbatore
ZODIAC ADVERTISERS,"5TH FLOOR, Zodiac Square, Sahodaran Ayyappan Rd, near KADAVANTHRA JUNCTION, Kadavanthra, Kochi, Kerala 682020, India",Kerala,682020,0,0,0,0,0,0,0,100,0,Ernakulam,Ernakulam
A.A. EXPORTS,"X772+4RX, Pullupalam Rd, Mattancherry, Kochi, Kerala 682002, India",Kerala,682002,0,0,0,0,0,0,0,0,28850,Kochi,Ernakulam
A.S.PRINTERS,"Jai Rani Rd, Thodupuzha, Kerala 685608, India",Kerala,685608,0,0,0,0,0,0,0,0,1720,Thodupuzha,Idukki
AARADHANAA COTTON MILLS,"No.3/400, Rayakattai, Uthukuli Rd, Parappalayam, Mannarai, Tiruppur, Tamil Nadu 641607, India",Tamil Nadu,641607,0,0,0,0,0,0,0,0,40236,Tirupur,Coimbatore
AASTRO EXPORTS,"3/703 morattu palyam, road, V K Sakthi Nagar, Vavipalayam, Tiruppur, Tamil Nadu 641666, India",Tamil Nadu,641666,0,0,0,0,0,0,0,0,3841,Tirupur,Coimbatore
AAVEES FLOOR COVERING,"near Iron Bridge, Pullurithakary, Cherthala, Kerala 688524, India",Kerala,688524,0,0,0,0,0,0,0,0,2586,Cherthala,Alappuzha
ABHI FINE PRODUCTS,"18, 19, 2nd Cross Rd, Near Signal, Santhi Nagar, Avarampalayam, Coimbatore, Tamil Nadu 641006, India",Tamil Nadu,641006,0,0,0,0,0,0,0,0,2555,Coimbatore North,Coimbatore
ABP RETAILS LLP,"MSF Complex,12, Panthrand, Kaipamangalam, Kerala 680681, India",Kerala,680681,0,0,0,0,0,0,0,0,6941,Kodungallur,Thrissur
ACCURA FABRIL AND TECH,"2/216, Krishnarayapuram, Illango Nagar, Coimbatore, Tamil Nadu 641006, India",Tamil Nadu,641006,0,0,0,0,0,0,0,0,700,Coimbatore North,Coimbatore
ADEPT MED DEVICES LLP,"Ground Floor, Pace Gardens, 63/792A, Mini Bypass, Sarovaram, Kozhikode, Kerala 673004, India",Kerala,673004,0,0,0,0,0,0,0,0,40,Sarovaram,Kozhikode
ADHYA FABRICATIONS,"15, Irvin road Periyanaickenpalayam P.O, Tamil Nadu 641020, India",Tamil Nadu,641020,0,0,0,0,0,0,0,0,6574,Coimbatore North,Coimbatore
ADITHYA GARMENTS,"Koduvayur Main Rd, Koduvayur, Kerala 678501, India",Kerala,678501,0,0,0,0,0,0,0,0,47195,Chittur,Palakkad
AFYUN PLYWOOD INDUSTRIES,"3488+7XV, Sengodagounden Pudur Rd, MuthugoundanPudur, Tamil Nadu 641062, India",Tamil Nadu,641062,0,0,0,0,0,0,0,0,130400,Coimbatore South,Coimbatore
AGASTHYA AYURVEDIC HOSPITAL,"HQ82+425, Ponkunnam, Kerala 686506, India",Kerala,686506,0,0,0,0,0,0,0,0,11455,Kanjirapally,Kottayam
AGRIPRO INDUSTRIES,"2/34-1, Modakupatti, Deepalapatti Post, Taluk, Udumalaipettai, Deepalapatti, Tamil Nadu 642132, India",Tamil Nadu,642132,0,0,0,0,0,0,0,0,1759370,Udamalpet,Coimbatore
AGUA ENGINEERING,"6985+4VH Agua Engineering, Peechanicadu, Angamaly, Kerala 683572, India",Kerala,683572,0,0,0,0,0,0,0,0,1660,Paravur,Ernakulam
AIRMECH ENGIEERS,"270 Sri Balaji Complex 1st Floor, 7th St Extension, Gandhipuram, Coimbatore, Tamil Nadu 641012, India",Tamil Nadu,641012,0,0,0,0,0,0,0,0,3318,Coimbatore South,Coimbatore
AKR INDUSTRIES P. LTD.,"2, 385 G, PN Rd, Vengamedu, Mummoorthi Nagar, Tiruppur, Tamil Nadu 641603, India",Tamil Nadu,641603,0,0,0,0,0,0,0,0,4348,Tiruppur,Coimbatore
AKSHAYA FIBRE,"67/1A, J.Krishnapuram road S.ayyampalayam, tk, post, Sulur, Jaykarinapuram, Tamil Nadu 641671, India",Tamil Nadu,641671,0,0,0,0,0,0,0,0,28600,Palladam,Coimbatore
AL ASHWIN INDIA SOURCING LTD.,"No3, Balaji street, MGM Nagar, Avaniyapuram Byepass Road, M.M.C.Colony, MGM Nagar, Madurai, Avaniyapuram, Tamil Nadu 625012, India",Tamil Nadu,625012,0,0,0,0,0,0,0,0,7595,Madurai South,Madurai
AL-HASANAATH GLOBAL,"I-289/A,M.S. Lane Adivaram, N.A.D.P.O, Aluva - 683 563, Edathala, Kerala 683563, India",Kerala,683563,0,0,0,0,0,0,0,0,528046,Aluva,Ernakulam
AMBIT N  LIFESCIENCES,"Door No 130, Mangattiri, Tirur, Kerala 676105, India",Kerala,676105,0,0,0,0,0,0,0,0,88443,Tirur,Malappuram
AMK TRADERS,"4614, Market Rd, Shenoys, Kochi, Kerala 682031, India",Kerala,682031,0,0,0,0,0,0,0,0,17651,Ernakulam,Ernakulam
AMOGAH EXPORTS,"No.280, Subhadraa Towers 2nd Floor, BS Sundaram Road, Uthukuli Rd, Kannipiran Colony, Valipalayam, Tiruppur, Tamil Nadu 641601, India",Tamil Nadu,641601,0,0,0,0,0,0,0,0,7800,Avinashi,Coimbatore
ANKUSAM ENGINEERING P.LTD.,"1/439,indian bank, post 641 062, Avinashi Rd, Chinniyampalayam, Coimbatore, Tamil Nadu 641062, India",Tamil Nadu,641062,0,0,0,0,0,0,0,0,1200,Coimbatore South,Coimbatore
ANU INDUSTRIES,"No. 121, A-2, Erikarai St, Kundrathur, Chennai, Tamil Nadu 600069, India",Tamil Nadu,600069,0,0,0,0,0,0,0,0,2002,Sriperumbudur,Kanchipuram
AQUASTAR MARINE EXPORTS,"39-3633, E-1, 4th Landmark Enclave, Valanjambalam, Kochi, Kerala 682016, India",Kerala,682016,0,0,0,0,0,0,0,0,1125084,Ernakulam,Ernakulam
ARM TEXTILES,"9d, 15, Ramakrishnapuram W, Ramkrishnapuram, Karur, Tamil Nadu 639001, India",Tamil Nadu,639001,0,0,0,0,0,0,0,0,2154,Karur,Karur
ARRIKAR FOODS P.LTD.,"Perumbavoor, 19/636, Koovappady, Kerala 683544, India",Kerala,683544,0,0,0,0,0,0,0,0,328972,Kunnathunad,Ernakulam
ASHIQUE EXPORTS P.LTD.,"34VJ+7P, A.Jettihalli, Tamil Nadu 636701, India",Tamil Nadu,636701,0,0,0,0,0,0,0,0,418500,Dharmapuri,Dharmapuri
ASPRO WORKWEARS,"9/56A, Kulathupalayam Rd, near BALU AVENUE, Balu Avenue, BK Pudur, Coimbatore, Tamil Nadu 641008, India",Tamil Nadu,641008,0,0,0,0,0,0,0,0,2555,Coimbatore South,Coimbatore
ASV KITCHEN EQUIPMENTS,"36 MahathmaGandhi Road, post, SIHS Colony, Neelikonampalayam, Coimbatore, Tamil Nadu 641033, India",Tamil Nadu,641033,0,0,0,0,0,0,0,0,2141,Coimbatore South,Coimbatore
AUDI  PHARMA INGREDIENTS,"D9/B,27th, 17th Cross St, Maharaja Nagar, Tirunelveli, Tamil Nadu 627011, India",Tamil Nadu,627011,0,0,0,0,0,0,0,0,3682,Palayankottai,Tirunelveli
AUTOKAST LTD.,"SN Puram Post Salem, State Highway 66, Kanjikuzhy, Cherthala South, Kerala 688530, India",Kerala,688530,0,0,0,0,0,0,0,0,6518,Cherthala,Alappuzha
AVANI AGRO MILLS,"6FHC+R8W, Kollakode, Ayyampuzha, Kerala 683581, India",Kerala,683581,0,0,0,0,0,0,0,0,78000,Aluva,Ernakulam
AYAMON INDIA POLYMERS,"Paloor Kotta, PP 10-520 B-8, PO, INDUSTRIAL DEVELOPMENT PLOT, Palachode, Kerala 679338, India",Kerala,679338,0,0,0,0,0,0,0,0,8172,Perinthalmanna,Malappuram
AYNGARAN APPARELS,"Swarnapuri Avenue, Ask complex thannerpandal, 48W4+85F, Koolipalayam Ring Rd, Velampalayam, A.Thirumuruganpoondi, Tamil Nadu 641652, India",Tamil Nadu,641652,0,0,0,0,0,0,0,0,28464,Tiruppur,Coimbatore
AYPOLS POLYMERS P.LTD.,"Flat No. B12, 2nd Cross Street, Sipcot Industrial Area, Perundurai, Tamil Nadu 638052, India",Tamil Nadu,638052,0,0,0,0,0,0,0,0,58808,Erode,Erode
BAARGA DIE CASTING,"103, Subagaesh Industrial Estate, PO, Kuppepalayam, Kovilpalayam, Tamil Nadu 641107, India",Tamil Nadu,641107,0,0,0,0,0,0,0,0,12450,Coimbatore South,Coimbatore
BAKERS PRODUCTS INDIA,"1/1, po, Lakshmi Nagar Main Rd, Edayarpalayam, Coimbatore, Tamil Nadu 641025, India",Tamil Nadu,641025,0,0,0,0,0,0,0,0,33956,Coimbatore North,Coimbatore
BATHEL FURNITURE PALACE,"Anappara, opposite to Village Office Anappara, Vellarada, Kerala 695505, India",Kerala,695505,0,0,0,0,0,0,0,0,6740,Neyyattinkara,Thiruvananthapuram
BAY FILED FOOD INGRDIENTS P.LTD.,"XXV/578F1, 4th Floor, Pathicheril Enclave Kalamassery, Eranakulam, South Kalamassery, Edappally, Kochi, Kerala 682033, India",Kerala,682033,0,0,0,0,0,0,0,0,525,Kanayannur,Ernakulam
BESOIN TRENDZ,"9D/1, 1st Cross Rd, Ramkrishnapuram, Karur, Tamil Nadu 639001, India",Tamil Nadu,639001,0,0,0,0,0,0,0,0,6911,Karur,Karur
BICELLI GECO HYDRAULICS INDIA P.LTD.,"2/117c, Kilakku Thottam, Karayampalayam, Mylampatti, GEM Nagar, Coimbatore, Mylampatti, Tamil Nadu 641014, India",Tamil Nadu,641014,0,0,0,0,0,0,0,0,28416,Coimbatore South,Coimbatore
BISMI CASHEW COMPANY,"Mangad P.O, Kilikolloor, Mangad, Kollam, Kerala 691015, India",Kerala,691015,0,0,0,0,0,0,0,0,300615,Kollam,Kollam
BLUE HAWK TRADING LLP,"Door no. 2, Padinjarechalil (H, 286, PBK Myna Rd, Vazhakkala, Kochi, Kakkanad, Kerala 682021, India",Kerala,682021,0,0,0,0,0,0,0,0,1768,Ernakulam,Ernakulam
BUHRANI ENGINEERING MART,"81, Chellappa Gounder St, Kaleeswara Nagar, Kattoor, Ram Nagar, Coimbatore, Tamil Nadu 641009, India",Tamil Nadu,641009,0,0,0,0,0,0,0,0,44,Coimbatore South,Coimbatore
C.C.APPARELS,"State bank colony, 7/1A, opposite Rayapuram Main Road, Rayapuram, Tiruppur, Tamil Nadu COIMBATORE- 641601, India",Tamil Nadu,641601,0,0,0,0,0,0,0,0,617,Avinashi,Coimbatore
CADILLAC AUTOMATION&CONTROLS,"Cadillac Square,Ground Floor, Metro Pillar 333, August Nursing home road, behind Axis Bank, Changampuzha Nagar, P.O, Kalamassery, Ernakulam, Kochi, Kerala 682033, India",Kerala,682033,0,0,0,0,0,0,0,0,2825,Kanayannur,Ernakulam
CALIX  IMPEX ,"8/42 NACHIMUTHU GARDEN, Tex Park Road, Nehru Nagar West, Coimbatore, Tamil Nadu 641014, India",Tamil Nadu,641014,0,0,0,0,0,0,0,0,48120,Coimbatore South,Coimbatore
CAMELLIA FREZCO,"17/93A1, Goundaiyan thottam, Appanaickenpalayam, Coimbatore, Tamil Nadu 641017, India",Tamil Nadu,641017,0,0,0,0,0,0,0,0,13780,Coimbatore North,Coimbatore
CAPITEVO TRADING LLP,"12 /347 C, Chempu, Maravanthuruthu, Kerala 686608, India",Kerala,686608,0,0,0,0,0,0,0,0,1725,Vaikom,Kottayam
CATCHER OVERSEAS,"Vanjipalayam, Avinashi, Tamil Nadu 641663, India",Tamil Nadu,641663,0,0,0,0,0,0,0,0,5852,Palladam,Coimbatore
CHANGAMPALLY VAIDYA BHAVAN,"Changampally Road, Edakkulam, Thirunavaya, Kerala 676301, India",Kerala,676301,0,0,0,0,0,0,0,0,970,Tirur,Malappuram
CHITOOR AGRO PARK,"JQ6V+VP5, SH58, Koottala, Chittalancheri, M. Pudur, Kerala 678704, India",Kerala,678704,0,0,0,0,0,0,0,0,50000,Alathur,Palakkad
CIRCOR FLOW TECHNOLOGIES,"SF No. 337/2, No.15 Naranapuram Village, Thennampalayam to Annur Road, Ponnandampalayam, Coimbatore, Tamil Nadu 641659, India",Tamil Nadu,641659,0,0,0,0,0,0,0,0,1259,Mettupalayam,Coimbatore
"COCHIN FOOD TECH P. LTD,","Kochi, Kerala, India",Kerala,688524,0,0,0,0,0,0,0,0,26881,Cherthala,Alappuzha
COGENT EXPORTS,"Rose Villa, Aarattuvazhi, Kanjiramchira, Alappuzha, Aryad South, Kerala 688006, India",Kerala,688006,0,0,0,0,0,0,0,0,198412,Ambalapuzha,Alappuzha
COLONIAL FUSHIONS,"509, 1, G.V. Residency, Sowri Palayam, Coimbatore, Tamil Nadu 641028, India",Tamil Nadu,641028,0,0,0,0,0,0,0,0,253,Coimbatore South,Coimbatore
COLONIAL LUMBERS LLP,"Ponnurukipara, Poyil, Pariyaram, Kerala 670502, India",Kerala,670502,0,0,0,0,0,0,0,0,68150,Taliparamba,Kannur
COMFORT POLYFOAM TECH LLP,"SURVEY NO 546-2PT, WISE PARK, KANJIKODE EAST P.O, Kanjikode, Pudussery Central, Kerala 678621, India",Kerala,678621,0,0,0,0,0,0,0,0,15961,Palakkad,Palakkad
CONTINENTAL EXPORTS EMPIRE ,"5F84+HJQ, Kalady Cheranaloor Rd, Onampilly, Kerala 683544, India",Kerala,683544,0,0,0,0,0,0,0,0,7504,Kunnathunad,Ernakulam
COOTEX EXPORTS,"1E, AVP Rd, Periyar Colony, Anupparpalayam Pudur, Tiruppur, Tamil Nadu 641652, India",Tamil Nadu,641652,0,0,0,0,0,0,0,0,2132,Tiruppur,Coimbatore
DAIRY MAN ENGINEERING,"SF no 425/1, 2389+4Q L&T Bye pass, Link Rd, Kamachipuram, Irugur, Coimbatore, Tamil Nadu 641103, India",Tamil Nadu,641103,0,0,0,0,0,0,0,0,400,Mettupalayam,Coimbatore
DELTA RUBBER FACTORY,"Paika Pinnakkanadu Road, Mallikassery, Kerala 686577, India",Kerala,686577,0,0,0,0,0,0,0,0,26000,Meenachil,Kottayam
DITEYA EXPORTS,"Tharayil Building TC: 65/1873A Ground Floor Thekkumtala Road, PO, Kaloor, Ernakulam, Kochi, Kerala 682017, India",Kerala,682017,0,0,0,0,0,0,0,0,535,Ernakulam,Ernakulam
DRONA ENGINEERING,"Opp.Lee fibre Factory, P.O, CMC-21, Cherthala, Nedumprakkad, Kerala 688524, India",Kerala,688524,0,0,0,0,0,0,0,0,27020,Cherthala,Alappuzha
ECO CRATE,"SDF Pratheeksha Building, Kinfra Small Industrial Park Koratty P.O, Kinfra Koratty Industrial Area Phase I, Thrissur, Koratty, Kerala 680309, India",Kerala,680309,0,0,0,0,0,0,0,0,2106,Mukundapuram,Thrissur
ECORA HOME FURNISHING,"Kottembrom, near Zest centre, Vatakara, Kerala 673502, India",Kerala,673502,0,0,0,0,0,0,0,0,38034,Vadakara,Kozhikode
EDISON CLOTHING INC.,"Palladam Road, 351, Nochipalayam - Allalapuram Rd, Pothiakattu thottam, Nochipalayam, Veerapandi, Tiruppur, Tamil Nadu 641605, India",Tamil Nadu,641605,0,0,0,0,0,0,0,0,11538,Kangayam,Erode
EL SHADAAI,"No: B1, 5th Cross Street, Yogam Garden Brindavan Nagar Valasaravakkam, Brindavan Nagar, Chennai, Tamil Nadu 600087, India",Tamil Nadu,600087,0,0,0,0,0,0,0,0,998,Brindavan Nagar,Tiruvallur
ELECTRO TRADING CORPORATION,"No:58, 9449, Narakathara Rd, off Mahatma Gandhi Road, opposite Shenoys, Shenoys Junction, Shenoys, Kochi, Kerala 682035, India",Kerala,682035,0,0,0,0,0,0,0,0,838,Ernakulam,Ernakulam
EMAD EXPORTS,"21/ 433-A, First Floor, Aruvithura Crossway Road, Muhiyadheen, Ninar Juma Masjid, Complex, Causeway Junction, Thekkekara, Erattupetta, Kerala 686122, India",Kerala,686122,0,0,0,0,0,0,0,0,2148,Meenachil,Kottayam
ENDORA INTERIORS,"Varadiyam, Peramangalam P.O, H5Q9+G45, Varadiyam, Kerala 680545, India",Kerala,680545,0,0,0,0,0,0,0,0,11856,Thrissur,Thrissur
ERGON TRADING COMPANY,"5/1, Nehrunagar, Manikarampalayam, Ganapathy, Coimbatore, Tamil Nadu 641006, India",Tamil Nadu,641006,0,0,0,0,0,0,0,0,33595,Coimbatore North,Coimbatore
EURANAUS PLY AND BOARDS LLP   ,"Nooleli Rd, Odakkali, Kerala 683549, India",Kerala,683549,0,0,0,0,0,0,0,0,510500,Kunnathunad,Ernakulam
EXOTIC WOOD ZONE INDIA,"Exotic Wood Zone India Ground Floor, 8/2549, Panakkal Building, MK Raghavan Rd, Pandikudy, Fort Kochi, Kochi, Kerala 682002, India",Kerala,682002,0,0,0,0,0,0,0,0,57000,Kochi,Ernakulam
FABDEC INTERIORS,"28/60, Peechampilly Rd, P.O, Thrikkakara, Vazhakkala, Kochi, Kakkanad, Kerala 682021, India",Kerala,682021,0,0,0,0,0,0,0,0,51000,Ernakulam,Ernakulam
FINEESE MARKET LINK,"4, Jawahar Nagar Rd, Jawahar Nagar, Sasthamangalam, Thiruvananthapuram, Kerala 695003, India",Kerala,695003,0,0,0,0,0,0,0,0,28158,Thiruvananthapuram,Thiruvananthapuram
FINESSE MARKET LINK PVT LTD,"4, Jawahar Nagar Rd, Jawahar Nagar, Sasthamangalam, Thiruvananthapuram, Kerala 695003, India",Kerala,695003,0,0,0,0,0,0,0,0,9760,Thiruvananthapuram,Thiruvananthapuram
FIRMER IMPEX ETERPRISES,"282G+MR3, Dr Ambedkar Rd, Vennala, Kochi, Kerala 682028, India",Kerala,682028,0,0,0,0,0,0,0,0,1905,Ernakulam,Ernakulam
FOREMEX FOODS LLP,"Ground Floor,27/1963, Manath Enclave, Vayu Sena Rd, Thrikkakara, Vazhakkala, Kochi, Kakkanad, Kerala 682030, India",Kerala,682030,0,0,0,0,0,0,0,0,26000,Ernakulam,Ernakulam
FORMOST POWER SYSTEMS,"Ponnani - Tirur Rd, Keezhillam, Ponnani, Kerala 679586, India",Kerala,679586,0,0,0,0,0,0,0,0,3800,Ponani,Malappuram
G.R.ACCOUSTICS P.LTD.,"147, PJ Antony Rd, Sonia Nagar, Palarivattom, Kochi, Kerala 682025, India",Kerala,682025,0,0,0,0,0,0,0,0,1292,Ernakulam,Ernakulam
GANAPATHY RAM TEXTILES,"10/94/1, Sengoda gounden pudur, Arasur, Coimbatore-641407, Tamil Nadu 641062, India",Tamil Nadu,641407,0,0,0,0,0,0,0,0,4545810,Palladam,Coimbatore
GLOBAL NATURAL FOOD PROCESSING CO.,"898R+F32, Pradeep Nagar Rd, Vellukkara, Pariyaram, Kerala 680721, India",Kerala,680721,0,0,0,0,0,0,0,0,3631,Mukundapuram,Thrissur
GOLDEN PRAXIS EXPORTS LLP,"Golden Praxis Exports LLP, Building # 17/1082, Near Maharani Hotel, Op. Sahakarna Bhavan, Puthiyara, Kozhikode, Kerala State 673004, India",Kerala,673004,0,0,0,0,0,0,0,0,8785,Puthiyara,Kozhikode
GREATING KNITWEAR,"7/11, T S R Layout, 1st Street, Kongu Main Road, Kongu Main Road, Tiruppur, Tamil Nadu 641607, India",Tamil Nadu,641607,0,0,0,0,0,0,0,0,6422,Tirupur,Coimbatore
GREEN WOOD AGENCIES,"GX7X+3C2, Vrindavan, Kerala 671123, India",Kerala,671123,0,0,0,0,0,0,0,0,19645,Kasaragod,Kasargod
GRYND FRESH,"12/266, Kundannoor - Willingdon Island Rd, Maradu North, Maradu, Kochi, Kerala 682304, India",Kerala,682304,0,0,0,0,0,0,0,0,24398,Ernakulam,Ernakulam
HEXAFLOW TECHNOLOGIES,"Madukkarai, Tamil Nadu 641105, India",Tamil Nadu,641105,0,0,0,0,0,0,0,0,3600,Coimbatore South,Coimbatore
HI CARE GLOVES,"Ayyankanal Road Marangattupilly P.O, Elackad, Kerala 686635, India",Kerala,686635,0,0,0,0,0,0,0,0,14621,Meenachil,Kottayam
HI-REXINE&FURNISHING,"458, Mint St, Sowcarpet, George Town, Chennai, Tamil Nadu 600079, India",Tamil Nadu,600079,0,0,0,0,0,0,0,0,1157,George Town,Chennai
HIGHER WORLD EXPORTS,"p.o, Kuttipuzha Nagar, Poothole, Thrissur, Kerala 680004, India",Kerala,680004,0,0,0,0,0,0,0,0,22000,Poothole,Thrissur
HOPUZ PRINTERS AND PACKAGES,"SH28, Ramanattukara, Neelangoth, Kerala 673637, India",Kerala,673637,0,0,0,0,0,0,0,0,5268,Ernad,Malappuram
ICONN PLASTICS,"Kinfra Integrated Industrial Park, Unit No. KIIP 13 Palakkad- Ponnani Road, Lakkidi, Kootupatha, Ottapalam, Lakkidi, Kerala 679103, India",Kerala,679103,0,0,0,0,0,0,0,0,11768,Ottappalam,Palakkad
ILLUMINATO LIGHTING TECHNOLOGIES,"Ganapathy Housing Unit, Athipalayam Pirivu, Venkatasamy Nagar, Ganapathy, Coimbatore, Tamil Nadu 641006, India",Tamil Nadu,641006,0,0,0,0,0,0,0,0,1228,Coimbatore North,Coimbatore
IMS TRADING INDIA LLP,"Room No, AP, Golden Square, 1524 Y, Mukkam Road, near SBI Bank, Areekode, Kerala 673639, India",Kerala,673639,0,0,0,0,0,0,0,0,406,Ernad,Malappuram
INFINITY TRADING COMPANY,"Triveni Courtt, Opp: Reliance Fresh, KP Vallon Rd, Giri Nagar, Kadavanthra, Kochi, Kerala 682020, India",Kerala,682020,0,0,0,0,0,0,0,0,5185,Ernakulam,Ernakulam
J.J. POLYMERS,"p.o, Kuttamassery, Thottumugham, Aluva, Kerala 683105, India",Kerala,683105,0,0,0,0,0,0,0,0,12300,Kunnathunad,Ernakulam
J.J.MACHINERIES,"Vallakkunnu, Kalletumkara, Kerala 680683, India",Kerala,680683,0,0,0,0,0,0,0,0,620,Mukundapuram,Thrissur
J.J.POWER TOOLS,"Chiravakku, Pattuvam Taliparamba Road, Taliparamba, Kerala 670141, India",Kerala,670141,0,0,0,0,0,0,0,0,1214,Taliparamba,Kannur
