,Unnamed: 0,Address,pincode,Taluk,Districtname,statename,Latitude,Longitude
1440,2085,"Perinagala, P.O, Pallikkara, Kochi, Kerala 683565, India",683565,Kunnathunad,Ernakulam,KERALA,10.016749102325582,76.41687551860464
1441,2086,"Paliyam Rd, Koottukadu, Chendamangalam, Paliyam, Kerala 683521, India",683521,Paravur,Ernakulam,KERALA,6.4784866,-73.118309
1446,2091,"Bus Stop, Thodaparambu, Pooppani Rd, Perumbavoor, Kerala 683543, India",683543,Kunnathunad,Ernakulam,KERALA,10.1228594125,76.48358803125
1450,2096,"Panichayam Rd, Odakkali, Kerala 683549, India",683549,Kunnathunad,Ernakulam,KERALA,10.10500877,76.547910502
1451,2097,"WJ4C+CG6, Mangad, Kollam, Kerala 691019, India",691019,Kollam,Kollam,KERALA,8.903712925,76.613172375
1452,2098,"Building NO-41, 2371, Medical Centre Rd, Kochi, Chakkalakkal, Palarivattom, Ernakulam, Kochi, Kerala 682028, India",682028,Ernakulam,Ernakulam,KERALA,9.99670085,76.32102778
1453,2099,"Madurai, Tamil Nadu, India",682002,Kochi,Ernakulam,KERALA,9.957255232894736,76.25402236842105
1455,2102,"Canal Rd, near ST.James Church, Chambakkara, Poonithura, Maradu, Kochi, Kerala 682038, India",682038,Ernakulam,Ernakulam,KERALA,9.951825921428572,76.32976080714285
1457,2104,"VII/594, Jews St, Jew Town, Kappalandimukku, Mattancherry, Kochi, Kerala 682002, India",682002,Kochi,Ernakulam,KERALA,9.957255232894736,76.25402236842105
1468,2121,"Palani, Tamil Nadu, India",686012,Kottayam,Kottayam,KERALA,9.54856711111111,76.52230786666667
1476,2134,"688/1, 2nd Floor, Kunjalu's Place, PT Usha Rd, Shenoys, Kochi, Kerala 682011, India",682011,Ernakulam,Ernakulam,KERALA,9.989242117391305,76.29452373188406
1477,2135,"N, Meethiyans Tower, 4/361, North Kalamassery, Kalamassery, Kochi, Kerala 683104, India",683104,Kanayannur,Ernakulam,KERALA,10.057542963636363,76.31917809090909
1478,2136,"Kyomtha Seminary Rd, Thrippunithura, Kochi, Kerala 682305, India",682305,Kanayannur,Ernakulam,KERALA,9.939008104761903,76.37087710158731
1482,2144,"MK Arcade, near Tirurangadi Oriental School, Tirurangadi, Kerala 676306, India",676306,Tirurangadi,Malappuram,KERALA,11.045838703308824,75.92468943676471
1513,2197,"Karukutty P.O,Angamaly,Cochin,Kerala-683576 (Near Sree Krishna Temple), Karukutty, Angamaly, Kerala 683576, India",683576,Aluva,Ernakulam,KERALA,10.2298903375,76.37638655416666
1514,2198,"Synthite Taste Park No. XI 312G, Pancode Near Kolenchery, Kochi, Aikaranad North, Kerala 682310, India",682310,Kunnathunad,Ernakulam,KERALA,9.98790642,76.430152955
1515,2200,"1428028, Kanjiramattom Thalayolaparambu Rd, Gama Junction, Kanjiramattom, Kerala 682315, India",682315,Ernakulam,Ernakulam,KERALA,9.858566190983607,76.40145338852459
1516,2202,"Gujarati Rd, opp: Santhi Lal sweet house, Nalumadam, Mattancherry, Kochi, Kerala 682002, India",682002,Kochi,Ernakulam,KERALA,9.957255232894736,76.25402236842105
1518,2204,"1st floor, inQ Tower, Opp, EMC NH Bypass, Kesaveeyam, Palarivattom, Kochi, Kerala 682025, India",682025,Ernakulam,Ernakulam,KERALA,10.000372668965516,76.30783643448275
1527,2214,"XV/635, MALAMURY, PULLUVAZHI P. O, Perumbavoor, Kerala 683541, India",683541,Kunnathunad,Ernakulam,KERALA,10.047371096774194,76.52621409354838
1528,2215,"W9WG+76J, Kochi - Madurai - Dhanushkodi Rd, Thiruvankulam, Thrippunithura, Kochi, Kerala 682305, India",682305,Kanayannur,Ernakulam,KERALA,9.939008104761903,76.37087710158731
1530,2220,"Vadakkencherry, Kerala, India",686012,Kottayam,Kottayam,KERALA,9.54856711111111,76.52230786666667
1533,2224,"3933+743, Karippassery, North Kalamassery, Kalamassery, Kochi, Kerala 682033, India",682033,Kanayannur,Ernakulam,KERALA,10.0430806875,76.31714245625
1534,2225,"Mudiclal Depot Road, Mudickal, Kerala 683547, India",683547,Kunnathunad,Ernakulam,KERALA,10.091076425925923,76.43058615555556
1536,2228,"Wayanad, Kerala, India",682024,Ernakulam,Ernakulam,KERALA,10.01888763298969,76.30253450412371
1539,2232,"Wayanad, Kerala, India",682002,Kochi,Ernakulam,KERALA,9.957255232894736,76.25402236842105
1547,2246,"27CR+27P, Elamakkara, Kochi, Kerala 682026, India",682026,Ernakulam,Ernakulam,KERALA,10.01621266875,76.288820209375
1549,2248,"5CFM+HQH, Mattoor, Kalady, Kerala 683574, India",683574,Aluva,Ernakulam,KERALA,10.182817160958905,76.45845344931507
1559,2263,"BMK international ,13/725 D pipeline road,Thoppil ,Thrikkakara ,Ernakulam, Pin, Marottichuvadu, Edappally, Kochi, Kerala code :682021, India",682021,Ernakulam,Ernakulam,KERALA,10.029233765060242,76.3353045433735
1562,2270,"Kanjirappally, Kerala 686507, India",686507,Kanjirappally,Kottayam,KERALA,9.558497567123288,76.79145172602739
1564,2273,"Kochangadi Rd, Kochangadi, Chullickal, Kochi, Kerala 682002, India",682002,Kochi,Ernakulam,KERALA,9.957255232894736,76.25402236842105
1565,2274,"Kaichoondi, Alappuzha, Aryad South, Kerala 688006, India",688006,Ambalapuzha,Alappuzha,KERALA,9.525584704,76.338968536
1570,2284,"Perumpanachy Thottakkad Road Thottackad, Perumpanachy, Kerala 686536, India",686536,Changanassery,Kottayam,KERALA,9.4773755375,76.58214364166666
1572,2286,"Pallippuram P. O., Cherthala, Kelamangalam, Alleppey, Kerala 688541, India",688541,Cherthala,Alappuzha,KERALA,9.742432095238096,76.36193387142858
1573,2287,"306, Neospace, KINFRA Techno Industrial Park, Kakkanchery, Kakkanchery, Kerala 673635, India",673635,Tirurangadi,Malappuram,KERALA,51.479168,118.8666109
1574,2288,"kottiyam, NH 47, Kollam, Kottiyam, Kerala 691571, India",691571,Kollam,Kollam,KERALA,8.862876898076923,76.67408270384615
1577,2292,"Kaloor - Kadavanthara Rd, Kathrikadavu, Kaloor, Kochi, Kerala 682017, India",682017,Ernakulam,Ernakulam,KERALA,9.994298565853658,76.29345620243902
1583,2299,"P.O, 1/508, Ponjassery, A M Thomas Rd, Perumbavoor, Ponjassery, Kerala 683547, India",683547,Kunnathunad,Ernakulam,KERALA,10.091076425925923,76.43058615555556
1584,2300,"Golden Plaza, Chittoor Rd, opp. Mymoon Theatre, Padma Junction, Kacheripady, Ernakulam, Kochi, Kerala 682018, India",682018,Ernakulam,Ernakulam,KERALA,9.991596463636364,76.28133009181818
1589,2307,"SRCM MANJERI CENTRE, Ajantha Building, C H Bypass, Kuthukal, Manjeri, Kerala 676121, India",676121,Ernad,Malappuram,KERALA,11.122318839583333,76.11755346666666
1590,2308,"Okkal, Kalady, Chelamattom part, Kerala 683544, India",683544,Kunnathunad,Ernakulam,KERALA,10.166672573758866,76.50774667872341
1592,2310,"18/18, Near BPCL Petrol Pump Puthya Road, Vadagode P.O., Mundanpalam, Kollamkudimugal, Kangarappady, Kochi, Kakkanad, Kerala 682021, India",682021,Ernakulam,Ernakulam,KERALA,10.029233765060242,76.3353045433735
1594,2313,"Factory at :18/789, Development Area, Binanipuram, Edayar, Kochi, Kerala 683502, India",683502,Paravur,Ernakulam,KERALA,10.087692555555556,76.30506273333334
1595,2314,"VI/450, Manickamangalam, Kalady, Kerala 683574, India",683574,Aluva,Ernakulam,KERALA,10.182817160958905,76.45845344931507
1598,2320,"Kakkadampuram, Bus Stop, Kondotty - Tirurangadi Rd, Abdul Rahiman Nagar, Kerala 676305, India",676305,Tirurangadi,Malappuram,KERALA,11.067039103141362,75.96129557801048
1603,2328,"TAK-Industrial Complex Eara, North P.O, Neelamperoor, Kerala 68653, India",688534,Cherthla,Alappuzha,KERALA,9.871729377142858,76.30438504
1604,2329,"Rd, Ashokapuram, Edayapuram, Aluva, Kerala 683101, India",683101,Aluva,Ernakulam,KERALA,10.095680780412373,76.36233782061856
1614,2345,"Nedumbassery, XI/300-B, VIP Road, opp. Cochin International Airport, Kochi, Nedumbassery, Kerala 683572, India",683572,Paravur,Ernakulam,KERALA,10.193383310687024,76.38335938931299
1617,2350,"Machingal, Down Hill, Malappuram, Kerala, India",688534,Cherthla,Alappuzha,KERALA,9.871729377142858,76.30438504
1619,2352,"Salem-Kanyakumari Highway, Service Rd, Karukutty, Angamaly, Kerala 683576, India",683576,Aluva,Ernakulam,KERALA,10.2298903375,76.37638655416666
1623,2358,"W9VF+77R, Temple Road, opp. Public Library, Thrippunithura, Thiruvankulam, Kochi, Kerala 682305, India",682305,Kanayannur,Ernakulam,KERALA,9.939008104761903,76.37087710158731
1625,2362,"Cherthala, plot no:36, KSIDC Mega Food Park, Industrial growth centre, Pallipuram, Kerala 688541, India",688541,Cherthala,Alappuzha,KERALA,9.742432095238096,76.36193387142858
1627,2367,"Anithottam near Bsnl tower, Kanjirappally, Kerala 686507, India",686507,Kanjirappally,Kottayam,KERALA,9.558497567123288,76.79145172602739
1628,2368,"41/1852, Veekshanam Rd, North Kaloor, Kacheripady, Kochi, Kerala 682018, India",682018,Ernakulam,Ernakulam,KERALA,9.991596463636364,76.28133009181818
1629,2369,"Nilgiris, Tamil Nadu, India",682002,Kochi,Ernakulam,KERALA,9.957255232894736,76.25402236842105
1630,2370,"Q8CV+H94, Thycattussery, Kerala 688528, India",688528,Cherthala,Alappuzha,KERALA,9.77657956875,76.34386003125
1633,2375,"3CXM+XFV, Kerala 683547, India",683547,Kunnathunad,Ernakulam,KERALA,10.091076425925923,76.43058615555556
1635,2377,"MANOOR-CHEKANUR, ROAD, KOTTEERI, Vattamkulam, Kerala 679578, India",679578,Ponnani,Malappuram,KERALA,10.795239843181818,76.0287652090909
1637,2381,"AP/XII-157,Chandiroor P O, 688537, Chandiroor, Cherthala, Kerala 688537, India",688537,Cherthala,Alappuzha,KERALA,9.82172572,76.30522974
1652,2405,"Marottichode-Pothiyakkara, Mattoor, Kalady, Kerala 683574, India",683574,Aluva,Ernakulam,KERALA,10.182817160958905,76.45845344931507
1666,2428,"# 368, 4, th cross, Vaiyapuri Nagar, Gandhi Puram, Karur, Tamil Nadu 2, India",682002,Kochi,Ernakulam,KERALA,9.957255232894736,76.25402236842105
1669,2431,"Opp.South Indian Bank, St.John's Dayara Complex, SH 1, Chingavanam, Kottayam, Chingavanam, Kerala 686531, India",686531,Changanacherry,Kottayam,KERALA,9.5105107,76.52202866666666
1676,2444,"15/58, Desom, Aluva, Kerala 683102, India",683102,Aluva,Ernakulam,KERALA,10.120711972131147,76.33862614918033
1680,2452,"Nediyuzhathil Tower, 1333 A, 40, Cannon Shed Rd, Shenoys, Kochi, Kerala 682011, India",682011,Ernakulam,Ernakulam,KERALA,9.989242117391305,76.29452373188406
1681,2453,"XV/1056, Mylavila, Kerala 691302, India",691302,Kollam,Kollam,KERALA,8.855673983333332,76.71191655
1683,2457,"X3XP+P8V, Kerala 676503, India",676503,Tirur,Malappuram,KERALA,10.998304046031746,76.01255696507937
1684,2459,"5CVJ+3GV, Ezhattumugham, Kerala 683574, India",683574,Aluva,Ernakulam,KERALA,10.182817160958905,76.45845344931507
1688,2463,"Calicut Rd, Thurakkal, Manjeri, Kerala 676517, India",676517,Ernad,Malappuram,KERALA,11.081878113043478,76.06632696956521
1696,2477,"ACM Valley Vazhakunnu Pulipadam, Mampad, Kerala 676542, India",676542,Nilambur,Malappuram,KERALA,11.24328006744186,76.19810685581396
1697,2478,"MGP 7, 674, Shanmukhavilasam Road, North, Komalapuram, Aaryad, Mannanchery, Alappuzha, Kerala 688538, India",688538,Mararikulam,Alappuzha,KERALA,9.57088650909091,76.34889931818181
1698,2480,"11/701, Tirur, Thirunavaya, Kerala 676108, India",676108,Tirur,Malappuram,KERALA,10.85767042173913,75.951353
1699,2481,"Pudussery Building, Kaloor, Kochi, Kerala 682017, India",682017,Ernakulam,Ernakulam,KERALA,9.994298565853658,76.29345620243902
1701,2483,"Ambunad Malaidumthuruthu, Cochin, Aluva, Kerala 683561, India",683561,Aluva,Ernakulam,KERALA,6.4428692100000005,-73.33767202
1704,2488,"Poocholamad, Kannamangalam, Kerala 676304, India",676304,Tirurangadi,Malappuram,KERALA,11.056520428688524,75.98326629672131
1705,2489,"THE BUILDING 9 degree N 76 degree E, Desabhimani Rd, Kaloor, Kochi, Kerala 682017, India",682017,Ernakulam,Ernakulam,KERALA,9.994298565853658,76.29345620243902
1708,2494,"Vithayathil Building, 10/563, Meleth Road, Vikas Nagar, Maradu, Kochi, Kerala 682304, India",682304,Ernakulam,Ernakulam,KERALA,9.938877706666666,76.32558967666667
1714,2502,"8/1488 Hari Pai Compound, Gujarati Rd, Kappalandimukku, Mattancherry, Kochi, Kerala 682002, India",682002,Kochi,Ernakulam,KERALA,9.957255232894736,76.25402236842105
1717,2507,"near Aarattukadavu Road, Kumaranalloor, Kottayam, Kerala 686016, India",686016,Kottayam,Kottayam,KERALA,9.616360489285714,76.53554135357143
1725,2519,"Kozhikode - Malappuram - Palakkad Hwy, Pathaikkara, Perintalmanna, Kerala 679322, India",679322,Perinthalmanna,Malappuram,KERALA,10.977929251428572,76.22854857333334
1727,2522,"39/6181, Alappatt Cross Road, Ravipuram, Ravipuram, Perumanoor, Kochi, Kerala 682015, India",682015,Ernakulam,Ernakulam,KERALA,9.948697107692308,76.29266132307693
1730,2525,"F8XM+CFC, Vazhicherry Ward, Sea View Ward, Alappuzha, Kerala 688001, India",688001,Ambalapuzha,Alappuzha,KERALA,9.49638391904762,76.33209264761905
1732,2527,"Chennai, Tamil Nadu, India",682024,Ernakulam,Ernakulam,KERALA,10.01888763298969,76.30253450412371
1733,2528,"Chennai, Tamil Nadu, India",682002,Kochi,Ernakulam,KERALA,9.957255232894736,76.25402236842105
1734,2529,"20/150, neelamperoor, p.o, Kurichy, Chingavanam, Kerala 686534, India",686534,Kuttanad,Alappuzha,KERALA,9.499139,76.50628865625
1735,2530,"Road, Mankuzhy, Nethaji Nagar, Edappally, Kochi, Kerala 682024, India",682024,Ernakulam,Ernakulam,KERALA,10.01888763298969,76.30253450412371
1736,2531,"Kochi, Kerala, India",686012,Kottayam,Kottayam,KERALA,9.54856711111111,76.52230786666667
1737,2532,"4/147B Devikripa, Fact Road North Kalamassery Near To Ganapathy Temple, behind Bmart Supermarket, North Kalamassery, Kalamassery, Kochi, Kerala 683104, India",683104,Kanayannur,Ernakulam,KERALA,10.057542963636363,76.31917809090909
1738,2533,"Peeliyadu Road, near Amrita Hospital, Amrita Nagar, Edappally, Kochi, Kerala 682041, India",682041,Kanayannur,Ernakulam,KERALA,9.9560633125,76.391855675
1739,2534,"Coimbatore, Tamil Nadu, India",688534,Cherthla,Alappuzha,KERALA,9.871729377142858,76.30438504
1745,2547,"30/641B, Vandipetta Road, near SBI Bank, Poonithura, Maradu, Ernakulam, Kochi, Kerala 682038, India",682038,Ernakulam,Ernakulam,KERALA,9.951825921428572,76.32976080714285
1749,2552,"X7MR+XGG, Kathrikadavu, Kaloor, Ernakulam, Kochi, Kerala 682017, India",682017,Ernakulam,Ernakulam,KERALA,9.994298565853658,76.29345620243902
1753,2557,"Lemon Grass Avenue, Syrian Church Rd, Kunnathery Thikavu, Aluva, Kerala 683101, India",683101,Aluva,Ernakulam,KERALA,10.095680780412373,76.36233782061856
1754,2558,"Noah's Ark, Suit No. 189, NH47 Near Kochi International Airport Jn, Nedumbassery, Angamaly South, Kochi, Angamaly, Kerala 683573, India",683573,Aluva,Ernakulam,KERALA,10.180255566666666,76.38579883333334
1755,2559,"5574+2MX, Elankur, Kerala 676122, India",676122,Ernad,Malappuram,KERALA,11.122068132142855,76.15194397142858
1758,2562,"Building no 12/123, Kuzhimattom, Kerala 686533, India",686533,Kottayam,Kottayam,KERALA,9.527813314285716,76.54438353571427
1762,2566,"Geshmack Naturelle, PO, Pancode, Vadavucode, Aikaranad North, Kerala 682310, India",682310,Kunnathunad,Ernakulam,KERALA,9.98790642,76.430152955
1764,2569,"J8WQ+93V, Post Office Rd, Charamangalam, Mayithara, Cherthala, Kerala 688539, India",688539,Cherthala,Alappuzha,KERALA,9.66428288888889,76.34121377777778
1770,2577,"Neerakkal Building, Muttuchira, Kottayam, Muttuchira, Kerala 686613, India",686613,Vaikom,Kottayam,KERALA,9.7491363125,76.4823580125
1774,2581,"T.B Junction, Angamaly, Angamaly, Kerala 683572, India",683572,Paravur,Ernakulam,KERALA,10.193383310687024,76.38335938931299
1783,2602,"3rd Floor ,V.E Arcade, Palarivattom JN., Sonia Nagar, Palarivattom, Kochi, Kerala 682020, India",682020,Ernakulam,Ernakulam,KERALA,9.96861736259542,76.30114694656488
1784,2603,"Kasmisons Arcade, Mahatma Gandhi Rd, near Padma, Mulavukad, Kochi, Kerala 682035, India",682035,Ernakulam,Ernakulam,KERALA,9.979283159183671,76.28271734081633
1786,2606,"GGJ8+7R5, Chingavanam, Kerala 686007, India",686007,Kottayam,Kottayam,KERALA,9.531553366666667,76.5150448
1787,2607,"Appanchira, Kaduthuruthy, Kerala 686604, India",686604,Vaikom,Kottayam,KERALA,9.758229066666669,76.49950541111112
1789,2609,"Koduvayur, Kerala, India",682024,Ernakulam,Ernakulam,KERALA,10.01888763298969,76.30253450412371
1790,2610,"Postal Box, No. 7, Keltron Rd, Aroor gram panchayat, Kochi, Kerala 688534, India",688534,Cherthla,Alappuzha,KERALA,9.871729377142858,76.30438504
1792,2612,"Assamanoor, P.O, Odakkali Nedungapra Krariyely Rd, Perumbavoor, Kerala 683549, India",683549,Kunnathunad,Ernakulam,KERALA,10.10500877,76.547910502
1795,2615,"Bank Rd, Periyar Nagar, Aluva, Kerala 683101, India",683101,Aluva,Ernakulam,KERALA,10.095680780412373,76.36233782061856
1798,2618,"Industrial Development Plot, VI/188B, North Champannoor, Angamaly, Kerala 683573, India",683573,Aluva,Ernakulam,KERALA,10.180255566666666,76.38579883333334
1800,2620,"Machingal, Down Hill, Malappuram, Kerala, India",686012,Kottayam,Kottayam,KERALA,9.54856711111111,76.52230786666667
1802,2622,"Ground Floor, PNVM Arcade, North End, Madhava Pharmacy Junction, Providence Rd, Banerji Rd, Kacheripady, Ernakulam, Kochi, Kerala 682018, India",682018,Ernakulam,Ernakulam,KERALA,9.991596463636364,76.28133009181818
1803,2623,"Airport Rd, Kochi, Nedumbassery, Kerala 683111, India",683111,Aluva,Ernakulam,KERALA,10.153445285714286,76.3904808
1804,2624,"Malabar Timber Industries, Karimugal, Kerala 682303, India",682303,Kunnathunad,Ernakulam,KERALA,9.999956208333332,76.39698640416667
1805,2625,"Sh 1, Kodimatha, Kodimatha, Kottayam, Kerala 686001, India",686001,Kottayam,Kottayam,KERALA,9.590939220930233,76.52573586744185
1809,2629,"Mulakulam North, Piravom, Kerala 686664, India",686664,Muvattupuzha,Ernakulam,KERALA,9.876670519512194,76.48430996341463
1813,2633,"Kalamabattuchira,Ithithanam P. O, Changanassery, Ithithanam, Kerala 686535, India",686535,Changanassery,Kottayam,KERALA,9.479609457894735,76.52609346315789
1821,2643,"NH544, Koonamthai, Edappally, Ernakulam, Kochi, Kerala 682024, India",682024,Ernakulam,Ernakulam,KERALA,10.01888763298969,76.30253450412371
1825,2647,"13/751-2,Koikkara Building, Koikkara Lane Eden Lane, Marottichuvadu - Thoppil Rd, Thrikkakara, Edappally, Kochi, Kerala 682021, India",682021,Ernakulam,Ernakulam,KERALA,10.029233765060242,76.3353045433735
1826,2649,"DC Road, Poovanthuruthu, Kerala 686012, India",686012,Kottayam,Kottayam,KERALA,9.54856711111111,76.52230786666667
1827,2650,"WJGJ+GVP, Kerala 686672, India",686672,Muvattupuzha,Ernakulam,KERALA,9.924969829166669,76.6025811875
1828,2651,"18/341A, MADATHIVELIYIL, Kalavoor, Alappuzha, Kerala 688522, India",688522,Ambalapuzha,Alappuzha,KERALA,9.572168202777778,76.32190507222222
1829,2653,"33/1784, Madathiparambil Building, B-2, Puthiya Road, P.O, Vennala, Kochi, Kerala 682028, India",682028,Ernakulam,Ernakulam,KERALA,9.99670085,76.32102778
1833,2658,"2nd floor, Sunu Plaza, Mangayil School Road, Maradu, Kochi, Kerala 682304, India",682304,Ernakulam,Ernakulam,KERALA,9.938877706666666,76.32558967666667
1836,2662,"N.A ARCADE, Govt. Veterinary Hospital Rd, CHELARI, Thenhipalam, Chelari, Kerala 673636, India",673636,Tirurangadi,Malappuram,KERALA,11.118472538297873,75.8919613468085
1840,2668,"Valakom, Kerala 691532, India",691532,Kottarakkara,Kollam,KERALA,8.94924200625,76.84236991875
1846,2679,"Malabar rice mill, Mattoor, Kalady, Kerala 683574, India",683574,Aluva,Ernakulam,KERALA,10.182817160958905,76.45845344931507
1855,2690,"NH. 17, 27/456, Toll Junction, Metro Pillar No. 386, near TecQ Mobiles, Edappally North, PO, Ernakulam, Alappuzha, Kerala 682024, India",682024,Ernakulam,Ernakulam,KERALA,10.01888763298969,76.30253450412371
1860,2696,"Athirampuzha Junction, MG9P+C3M, near Juma Masjid, Athirampuzha, Kottayam, Athirampuzha, Kerala 686562, India",686562,Kottayam,Kottayam,KERALA,9.6723036,76.54058719333332
1863,2702,"Shavuot Agric Building No XII /667-B Valanjandakku road, Olakettiambalam, Perungala, Kerala 690510, India",690510,Chengannur,Alappuzha,KERALA,9.20028885,76.53534655
1882,2732,"XI/357, Kidagoor, Kerala 683572, India",683572,Paravur,Ernakulam,KERALA,10.193383310687024,76.38335938931299
1883,2734,"TCL Ceramics Limited, 26, CSEZ, Kakkanad, Kerala 682037, India",682037,Ernakulam,Ernakulam,KERALA,9.997384706451612,76.34072476129032
1897,2757,"TD Rd, Thuravoor, Thuravoor Thekku, Kerala 688540, India",688540,Cherthala,Alappuzha,KERALA,9.773458592857144,76.30215857142858
1903,2767,"Viswas Foods, Ramapuram - Aimcombu Rd, Marangadu, Vellilappally, Kerala 686574, India",686574,Meenachil,Kottayam,KERALA,9.722305693333334,76.66728714
1906,2771,"Kallikkadu Road, Malabar Street, Elamkulam, Kerala 679340, India",679340,Perintalmanna,Malappuram,KERALA,10.912338255555555,76.23797407777778
1907,2773,"4WPQ+2GM, EMEA College - Airport Rd, Karipur, Kerala 673647, India",673647,Tirurangadi,Malappuram,KERALA,11.1203880375,75.9348672875
1908,2774,"P K House Farook College, PO, Kozhikode, Kerala 673632, India",673632,Ernad,Malappuram,KERALA,51.5183605,118.3310501
1910,2777,"76GF+GVC, Nilambur, Kerala 679329, India",679329,Nilambur,Malappuram,KERALA,11.285370839490447,76.23027299235669
1911,2778,"29/1713, Bund Rd, Thykoodam, Vyttila, Ernakulam, Kochi, Kerala 682019, India",682019,Ernakulam,Ernakulam,KERALA,9.96996995974026,76.31541058961038
1919,2791,"Aruvithura Crossway Rd, Aruvithura, Erattupetta, Kerala 686121, India",686121,Meenachil,Kottayam,KERALA,9.692869868421052,76.77764492631579
1921,2794,"101, Rajdhani Towers, Workshop St, Sirupooluvapatti, Khaderpet, Rayapuram, Tiruppur, Tamil Nadu 641 60, India",688524,Cherthala,Alappuzha,KERALA,9.6891011625,76.33285069583334
1927,2801,"Old Muvattupuzha Rd, Perumbavoor, Kerala 683542, India",683542,Kunnathunad,Ernakulam,KERALA,10.114937405454544,76.47808056363637
1928,2802,"Second Floor, Valiyaveetil Buildings, NH 544 (Old NH, 47, Kochi - Salem Hwy, Edappally Toll, Nethaji Nagar, Edappally, Ernakulam, Kochi, Kerala 682024, India",682024,Ernakulam,Ernakulam,KERALA,10.01888763298969,76.30253450412371
1929,2803,"35/2229/B, Vazhi, B1, Palli Pradakshina Rd, Pallinada, Palarivattom, Kochi, Kerala 682025, India",682025,Ernakulam,Ernakulam,KERALA,10.000372668965516,76.30783643448275
1931,2805,"386X+V58, HMT Colony Rd, HMT Colony, North Kalamassery, Kalamassery, Ernakulam, Kochi, Kerala 683503, India",683503,Kanayannur,Ernakulam,KERALA,10.0582879625,76.337153153125
1932,2806,"KINFRA Road, Nellad, Mazhuvannoor, Kerala 686669, India",686669,Kunnathunad,Ernakulam,KERALA,10.007340951592356,76.52786276496816
1944,2829,"6/49 - A2, Thrikkakara, Mundampalam, Kochi, Kakkanad, Kerala 682021, India",682021,Ernakulam,Ernakulam,KERALA,10.029233765060242,76.3353045433735
1949,2836,"X7JP+6FP, Adv Easwara Iyer Rd, Shenoys, Kochi, Kerala 682018, India",682018,Ernakulam,Ernakulam,KERALA,9.991596463636364,76.28133009181818
1952,2840,"Kannur, Kerala, India",682002,Kochi,Ernakulam,KERALA,9.957255232894736,76.25402236842105
1954,2842,"MASHREQ TRADE CENTRE CALICUT ROAD, Perintalmanna, Kerala 679322, India",679322,Perinthalmanna,Malappuram,KERALA,10.977929251428572,76.22854857333334
1958,2849,"4F5M+JG5, Perumbavoor, Kerala 683542, India",683542,Kunnathunad,Ernakulam,KERALA,10.114937405454544,76.47808056363637
1959,2850,"Coimbatore, Tamil Nadu, India",686012,Kottayam,Kottayam,KERALA,9.54856711111111,76.52230786666667
1961,2852,"Vrindavan Tower, 10/485-G, West Kadungalloor, Aluva, Kerala 683110, India",683110,Paravur,Ernakulam,KERALA,10.106830633333333,76.3292302
1962,2853,"EP 3/60, Thadicadu, Anchal, Arackal, Kerala 691306, India",691306,Pathanapuram,Kollam,KERALA,8.91761572457143,76.91935525
1965,2863,"V7MQ+CV6, Joras (Market) Rd, North Kumbalangi, Kumbalangi, Kochi, Kerala 682007, India",682007,Kochi,Ernakulam,KERALA,9.873862835294116,76.28911113529412
1968,2867,"KOLLPPALLY, KALAVAMKODAM P O CHERTHALA, ALAPPUZHA DIST, Kerala 688524, India",688524,Cherthala,Alappuzha,KERALA,9.6891011625,76.33285069583334
1969,2868,"Malayalam nagar TKMC, PO, Vadakkanazhikam, Karicode, Peroor, Kollam, Kerala 691005, India",691005,Kollam,Kollam,KERALA,8.91188756590909,76.63882659886363
1970,2869,"11/138, AB-10, Satellite Twp, Padamughal, Kakkanad, Kochi, Kakkanad, Kerala 682030, India",682030,Ernakulam,Ernakulam,KERALA,51.13351584878049,133.02442981463415
1972,2871,"Metro Pillar 450, PO Bus Stop, 2nd Floor, National Residency Complex, Bank Jn, Bank Junction, Mamangalam, Edappally, Ernakulam, Kochi, Kerala 682024, India",682024,Ernakulam,Ernakulam,KERALA,10.01888763298969,76.30253450412371
1987,2893,"No. 6/858-M, 2nd Floor, Suite No. 552, Valamkottil Towers, Judgemukku, Thrikkakara, Kakkanad, Kochi, Kerala 682021, India",682021,Ernakulam,Ernakulam,KERALA,10.029233765060242,76.3353045433735
1998,2912,"V/388C PIPELINE JUNCTION EDAPALLY, Edappally - Pukkattupady Rd, Thrikkakara, PO, Kochi, Kerala 682021, India",682021,Ernakulam,Ernakulam,KERALA,10.029233765060242,76.3353045433735
1999,2914,"8/253A, MNF BUILDING , KAPPUMTHALA P.O, Muttuchira, Kerala 686613, India",686613,Vaikom,Kottayam,KERALA,9.7491363125,76.4823580125
2004,2921,"2FVR+QR2, Rubber Park Rd, Airapuram, Kerala 683556, India",683556,Kunnathunad,Ernakulam,KERALA,10.083125960465116,76.47373215813954
2010,2931,"45/279, Koothapady Road, Anjumuri, Thammanam, Anjumuri, Kuthappady, Thammanam, Kochi, Kerala 682032, India",682032,Ernakulam,Ernakulam,KERALA,9.983836255,76.311535635
2018,2946,"48GC+GGX, Aluva - Paravoor Rd, Malikampeedika, Kerala 683511, India",683511,Paravur,Ernakulam,KERALA,10.119306989583333,76.29334000833333
2023,2954,"Kangayam, Tamil Nadu, India",682002,Kochi,Ernakulam,KERALA,9.957255232894736,76.25402236842105
2026,2958,"2MC7+CW9, Paingottoor, Kerala 686671, India",686671,Kothamangalam,Ernakulam,KERALA,10.007979096875,76.6938778125
