Sail Date.,QTY.(KGS)
2021-01-01,1227867
2021-01-02,1333299
2021-01-03,939398
2021-01-04,213313
2021-01-05,972637
2021-01-06,18988
2021-01-07,557750
2021-01-08,1305258
2021-01-09,1726232
2021-01-12,135143
2021-01-13,388794
2021-01-14,76174
2021-01-15,429197
2021-01-16,805659
2021-01-17,359376
2021-01-18,1282300
2021-01-20,821493
2021-01-21,158840
2021-01-22,170522
2021-01-23,1513070
2021-01-24,413233
2021-01-25,274128
2021-01-27,468286
2021-01-28,396486
2021-01-29,1735481
2021-01-30,445016
2021-02-01,950597
2021-02-02,54260
2021-02-05,158589
2021-02-06,2128596
2021-02-07,826010
2021-02-08,1049539
2021-02-10,943864
2021-02-11,914343
2021-02-12,900457
2021-02-13,211762
2021-02-15,2324895
2021-02-17,490606
2021-02-18,1128606
2021-02-20,27739
2021-02-21,1936209
2021-02-23,1430015
2021-02-25,2084744
2021-02-26,49365
2021-02-27,63440
2021-02-28,1370292
2021-03-01,1479120
2021-03-02,2204150
2021-03-03,1684795
2021-03-05,500868
2021-03-07,577354
2021-03-08,816762
2021-03-09,800754
2021-03-10,293124
2021-03-11,522549
2021-03-12,494437
2021-03-13,40683
2021-03-14,706293
2021-03-15,1420812
2021-03-17,25192
2021-03-18,259051
2021-03-20,1558559
2021-03-22,2027312
2021-03-24,1890625
2021-03-25,1638813
2021-03-26,658275
2021-03-27,166288
2021-03-28,194973
2021-03-29,1076836
2021-03-30,911340
2021-04-01,1473973
2021-04-02,469031
2021-04-03,3010
2021-04-04,2559068
2021-04-05,476966
2021-04-07,1565866
2021-04-09,328894
2021-04-10,877857
2021-04-11,1309731
2021-04-12,205531
2021-04-13,798632
2021-04-15,687977
2021-04-16,257374
2021-04-17,19160
2021-04-18,519331
2021-04-20,973277
2021-04-21,1783969
2021-04-22,499473
2021-04-23,601929
2021-04-24,282935
2021-04-26,870382
2021-04-27,1172089
2021-04-28,292517
2021-04-30,1164734
2021-05-04,177669
2021-05-06,1169466
2021-05-07,310493
2021-05-08,15876
2021-05-09,2000476
2021-05-10,2484455
2021-05-11,346950
2021-05-14,1024531
2021-05-16,1958191
2021-05-19,916659
2021-05-20,486906
